Flat No,Device ID,Sensor Type,Event Type,Leak Status,Time Occurred,Time Resolved,Duration (minutes),Details
,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T05:36:03.548Z,2026-05-25T05:36:18.331Z,0,Leak resolved. Duration: 0 minutes
,GVM202601486,External Device,LEAK_STARTED,Alert,2026-05-25T05:42:44.722Z,2026-05-25T05:42:58.451Z,0,Leak resolved. Duration: 0 minutes
,GVM202601484,External Device,LEAK_STARTED,Alert,2026-05-25T05:45:35.109Z,2026-05-25T05:45:47.093Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T06:06:56.490Z,,,Leak detected. Status: Alert
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T06:09:54.346Z,2026-05-25T06:10:12.311Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T06:11:49.318Z,2026-05-25T06:12:06.317Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T06:16:36.493Z,2026-05-25T06:16:48.506Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T06:20:43.868Z,2026-05-25T06:20:56.851Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T06:31:20.217Z,2026-05-25T06:31:38.156Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T06:40:45.880Z,2026-05-25T06:40:54.211Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T06:40:55.995Z,2026-05-25T06:41:12.725Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T06:50:22.180Z,2026-05-25T06:50:35.161Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T07:05:31.813Z,2026-05-25T07:05:44.721Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T07:09:07.072Z,2026-05-25T07:09:24.035Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T07:12:27.887Z,2026-05-25T07:12:41.906Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T08:19:16.587Z,2026-05-25T08:19:35.492Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T08:34:28.628Z,2026-05-25T08:34:40.613Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T08:36:51.992Z,2026-05-25T08:37:03.043Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T08:45:26.964Z,2026-05-25T08:45:42.596Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T08:48:51.341Z,2026-05-25T08:49:04.245Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T08:49:12.328Z,2026-05-25T08:49:29.698Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T08:55:48.617Z,2026-05-25T08:55:56.838Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T08:56:05.837Z,2026-05-25T08:56:16.883Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T09:03:14.897Z,2026-05-25T09:03:29.928Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T09:09:28.531Z,2026-05-25T09:09:46.489Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T09:11:35.388Z,2026-05-25T09:11:49.350Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T09:11:45.883Z,2026-05-25T09:11:58.837Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T09:22:29.737Z,2026-05-25T09:22:43.685Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T09:22:39.744Z,2026-05-25T09:22:53.750Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T09:28:21.979Z,2026-05-25T09:28:35.901Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T09:33:10.110Z,2026-05-25T09:33:28.064Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T09:49:56.502Z,2026-05-25T09:50:14.044Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T10:01:25.442Z,2026-05-25T10:01:40.341Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T10:02:04.861Z,2026-05-25T10:02:16.789Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T10:05:40.718Z,2026-05-25T10:06:07.101Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T10:06:24.093Z,2026-05-25T10:06:36.110Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T10:06:30.095Z,2026-05-25T10:06:48.452Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T10:23:09.099Z,2026-05-25T10:23:27.090Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T10:23:09.174Z,2026-05-25T10:23:21.074Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T10:33:21.004Z,2026-05-25T10:33:33.891Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-05-25T10:46:40.488Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T10:47:15.604Z,2026-05-25T10:48:48.066Z,2,Leak resolved. Duration: 2 minutes
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-05-25T10:58:37.655Z,,,Status changed from No Communication to Online
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-05-25T11:10:09.296Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-05-25T11:12:33.948Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T11:12:52.073Z,2026-05-25T11:13:09.042Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T11:13:16.757Z,2026-05-25T11:13:29.682Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T11:13:40.748Z,2026-05-25T11:13:52.719Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T11:18:24.412Z,2026-05-25T11:18:38.808Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T11:23:24.431Z,2026-05-25T11:23:40.401Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T11:31:39.795Z,2026-05-25T11:31:52.615Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T11:34:31.515Z,2026-05-25T11:34:43.440Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T11:34:49.850Z,2026-05-25T11:35:07.803Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T11:45:50.745Z,2026-05-25T11:46:04.699Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T11:48:51.609Z,2026-05-25T11:49:05.568Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-25T11:58:09.129Z,2026-05-25T11:58:20.993Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T11:58:09.998Z,2026-05-25T11:58:20.965Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-25T12:03:11.104Z,2026-05-25T12:03:29.285Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-25T12:04:55.668Z,2026-05-25T12:05:09.542Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,STATUS_CHANGED,Online,2026-05-26T04:26:45.776Z,,,Status changed from Unknown to Online
A8-011,GVM202601485,External Device,STATUS_CHANGED,Online,2026-05-26T04:26:45.789Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,STATUS_CHANGED,Online,2026-05-26T04:26:45.872Z,,,Status changed from Unknown to Online
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T04:35:48.238Z,2026-05-26T04:36:07.185Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T04:40:58.965Z,2026-05-26T04:41:11.981Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T04:42:18.793Z,2026-05-26T04:42:31.753Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T04:45:35.649Z,2026-05-26T04:45:53.600Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T04:48:11.451Z,2026-05-26T04:48:25.530Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T04:48:33.518Z,2026-05-26T04:48:49.491Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T04:52:23.298Z,2026-05-26T04:52:35.149Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T04:55:06.017Z,2026-05-26T04:55:19.974Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T04:57:28.888Z,2026-05-26T04:57:40.944Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T05:01:37.639Z,2026-05-26T05:01:49.673Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T05:11:54.259Z,2026-05-26T05:12:06.020Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T05:12:45.448Z,2026-05-26T05:13:03.054Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T05:18:15.612Z,2026-05-26T05:18:30.633Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T05:25:36.235Z,2026-05-26T05:25:54.589Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T05:26:54.096Z,2026-05-26T05:27:05.052Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T05:34:46.086Z,2026-05-26T05:34:56.633Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T05:34:50.629Z,2026-05-26T05:35:03.698Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T05:59:49.174Z,2026-05-26T06:00:08.375Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:00:30.169Z,2026-05-26T06:00:44.014Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T06:06:57.706Z,2026-05-26T06:07:10.758Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:07:02.660Z,2026-05-26T06:07:16.622Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T06:07:19.767Z,2026-05-26T06:07:34.717Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T06:19:24.992Z,2026-05-26T06:19:42.064Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:19:40.898Z,2026-05-26T06:19:55.850Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T06:19:48.970Z,2026-05-26T06:20:06.947Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T06:19:51.910Z,2026-05-26T06:20:05.923Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:30:23.289Z,2026-05-26T06:30:36.396Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T06:30:41.260Z,2026-05-26T06:30:54.212Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T06:30:47.351Z,2026-05-26T06:31:04.267Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:31:53.148Z,2026-05-26T06:32:06.199Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T06:34:39.015Z,2026-05-26T06:34:52.970Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T06:45:02.448Z,2026-05-26T06:45:16.624Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:45:10.350Z,2026-05-26T06:45:23.380Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T06:55:09.737Z,2026-05-26T06:55:22.725Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T07:09:28.954Z,2026-05-26T07:09:42.874Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T07:13:24.676Z,2026-05-26T07:13:39.630Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T07:22:54.072Z,2026-05-26T07:23:07.130Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T07:30:20.649Z,2026-05-26T07:30:34.834Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T08:34:52.832Z,2026-05-26T08:35:09.783Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T08:44:45.101Z,2026-05-26T08:45:00.156Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T08:51:38.733Z,2026-05-26T08:51:51.693Z,0,Leak resolved. Duration: 0 minutes
A8-010,GVM202601483,External Device,LEAK_STARTED,Alert,2026-05-26T09:00:29.157Z,2026-05-26T09:00:43.110Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T09:08:10.825Z,2026-05-26T09:08:28.779Z,0,Leak resolved. Duration: 0 minutes
A8-011,GVM202601485,External Device,LEAK_STARTED,Alert,2026-05-26T09:13:25.427Z,2026-05-26T09:13:38.373Z,0,Leak resolved. Duration: 0 minutes
A8-009,GVM202601474,External Device,LEAK_STARTED,Alert,2026-05-26T09:57:36.846Z,2026-05-26T09:57:55.088Z,0,Leak resolved. Duration: 0 minutes
